2023-10-14 04:16:44,032 - tune.py [line:203] - INFO: Namespace(seed=42, model='GPRGNNV2', gpu=1, dataset='geom-squirrel', logging=True, log_detail=True, log_detailedCh=False, id_log=1014014501, optuna_n_trials=202, n_epochs=2000, self_loop=False, udgraph=True, early_stop=True, patience=300, n_hidden=64, n_cv=1, start_cv=0, n_layers=16, lr1=0.02, lr2=0.04, wd1=1e-08, wd2=1e-08, dropout=0.5, dropout2=0.4, alpha=0.4, es_ckpt='woselfloop-geom-squirrel_GPRGNNV2-geom-squirrel_trialNo54')
2023-10-14 04:16:46,415 - tune.py [line:128] - INFO: Split_seeds:[1824]
2023-10-14 04:16:46,415 - tune.py [line:129] - INFO: Model_seeds:[409]
2023-10-14 04:16:47,632 - tune.py [line:103] - INFO: Epoch 00020 | Time(s) 0.0598 | Val Loss 1.4770 | Val Acc 0.3548 | ETputs(KTEPS) 66335.11
2023-10-14 04:17:00,613 - tune.py [line:103] - INFO: Epoch 00240 | Time(s) 0.0588 | Val Loss 1.4203 | Val Acc 0.4894 | ETputs(KTEPS) 67515.85
2023-10-14 04:17:01,790 - tune.py [line:103] - INFO: Epoch 00260 | Time(s) 0.0588 | Val Loss 1.4288 | Val Acc 0.4846 | ETputs(KTEPS) 67513.93
2023-10-14 04:17:02,969 - tune.py [line:103] - INFO: Epoch 00280 | Time(s) 0.0588 | Val Loss 1.4284 | Val Acc 0.5010 | ETputs(KTEPS) 67513.97
2023-10-14 04:17:04,155 - tune.py [line:103] - INFO: Epoch 00300 | Time(s) 0.0588 | Val Loss 1.4248 | Val Acc 0.5058 | ETputs(KTEPS) 67502.67
2023-10-14 04:17:05,329 - tune.py [line:103] - INFO: Epoch 00320 | Time(s) 0.0588 | Val Loss 1.4513 | Val Acc 0.5087 | ETputs(KTEPS) 67507.78
2023-10-14 04:17:06,506 - tune.py [line:103] - INFO: Epoch 00340 | Time(s) 0.0588 | Val Loss 1.4405 | Val Acc 0.5163 | ETputs(KTEPS) 67509.80
2023-10-14 04:17:07,687 - tune.py [line:103] - INFO: Epoch 00360 | Time(s) 0.0588 | Val Loss 1.4435 | Val Acc 0.5221 | ETputs(KTEPS) 67505.11
2023-10-14 04:17:08,867 - tune.py [line:103] - INFO: Epoch 00380 | Time(s) 0.0588 | Val Loss 1.4419 | Val Acc 0.5240 | ETputs(KTEPS) 67492.92
2023-10-14 04:17:10,044 - tune.py [line:103] - INFO: Epoch 00400 | Time(s) 0.0588 | Val Loss 1.4571 | Val Acc 0.5163 | ETputs(KTEPS) 67489.50
2023-10-14 04:17:11,228 - tune.py [line:103] - INFO: Epoch 00420 | Time(s) 0.0588 | Val Loss 1.4554 | Val Acc 0.5115 | ETputs(KTEPS) 67466.62
2023-10-14 04:17:12,400 - tune.py [line:103] - INFO: Epoch 00440 | Time(s) 0.0588 | Val Loss 1.4573 | Val Acc 0.5202 | ETputs(KTEPS) 67479.47
2023-10-14 04:17:13,576 - tune.py [line:103] - INFO: Epoch 00460 | Time(s) 0.0588 | Val Loss 1.4299 | Val Acc 0.5346 | ETputs(KTEPS) 67479.13
2023-10-14 04:17:14,750 - tune.py [line:103] - INFO: Epoch 00480 | Time(s) 0.0588 | Val Loss 1.4418 | Val Acc 0.5337 | ETputs(KTEPS) 67483.95
2023-10-14 04:17:15,926 - tune.py [line:103] - INFO: Epoch 00500 | Time(s) 0.0588 | Val Loss 1.4584 | Val Acc 0.5308 | ETputs(KTEPS) 67489.02
2023-10-14 04:17:17,100 - tune.py [line:103] - INFO: Epoch 00520 | Time(s) 0.0588 | Val Loss 1.4572 | Val Acc 0.5250 | ETputs(KTEPS) 67493.15
2023-10-14 04:17:18,276 - tune.py [line:103] - INFO: Epoch 00540 | Time(s) 0.0588 | Val Loss 1.4565 | Val Acc 0.5346 | ETputs(KTEPS) 67494.90
2023-10-14 04:17:19,454 - tune.py [line:103] - INFO: Epoch 00560 | Time(s) 0.0588 | Val Loss 1.4788 | Val Acc 0.5404 | ETputs(KTEPS) 67499.92
2023-10-14 04:17:20,628 - tune.py [line:103] - INFO: Epoch 00580 | Time(s) 0.0588 | Val Loss 1.4810 | Val Acc 0.5260 | ETputs(KTEPS) 67502.42
2023-10-14 04:17:21,798 - tune.py [line:103] - INFO: Epoch 00600 | Time(s) 0.0588 | Val Loss 1.4707 | Val Acc 0.5288 | ETputs(KTEPS) 67514.23
2023-10-14 04:17:22,971 - tune.py [line:103] - INFO: Epoch 00620 | Time(s) 0.0588 | Val Loss 1.4661 | Val Acc 0.5269 | ETputs(KTEPS) 67519.58
2023-10-14 04:17:24,152 - tune.py [line:103] - INFO: Epoch 00640 | Time(s) 0.0588 | Val Loss 1.4710 | Val Acc 0.5221 | ETputs(KTEPS) 67508.62
2023-10-14 04:17:25,324 - tune.py [line:103] - INFO: Epoch 00660 | Time(s) 0.0588 | Val Loss 1.4588 | Val Acc 0.5279 | ETputs(KTEPS) 67515.85
2023-10-14 04:17:26,503 - tune.py [line:103] - INFO: Epoch 00680 | Time(s) 0.0588 | Val Loss 1.4653 | Val Acc 0.5346 | ETputs(KTEPS) 67509.55
2023-10-14 04:17:27,684 - tune.py [line:103] - INFO: Epoch 00700 | Time(s) 0.0588 | Val Loss 1.4511 | Val Acc 0.5375 | ETputs(KTEPS) 67501.79
2023-10-14 04:17:28,862 - tune.py [line:103] - INFO: Epoch 00720 | Time(s) 0.0588 | Val Loss 1.4853 | Val Acc 0.5308 | ETputs(KTEPS) 67497.51
2023-10-14 04:17:30,047 - tune.py [line:103] - INFO: Epoch 00740 | Time(s) 0.0588 | Val Loss 1.4795 | Val Acc 0.5327 | ETputs(KTEPS) 67483.26
2023-10-14 04:17:31,232 - tune.py [line:103] - INFO: Epoch 00760 | Time(s) 0.0588 | Val Loss 1.5077 | Val Acc 0.5317 | ETputs(KTEPS) 67474.08
2023-10-14 04:17:32,407 - tune.py [line:103] - INFO: Epoch 00780 | Time(s) 0.0588 | Val Loss 1.4835 | Val Acc 0.5413 | ETputs(KTEPS) 67475.50
2023-10-14 04:17:33,587 - tune.py [line:103] - INFO: Epoch 00800 | Time(s) 0.0588 | Val Loss 1.4973 | Val Acc 0.5356 | ETputs(KTEPS) 67470.26
2023-10-14 04:17:34,765 - tune.py [line:103] - INFO: Epoch 00820 | Time(s) 0.0588 | Val Loss 1.5232 | Val Acc 0.5308 | ETputs(KTEPS) 67468.85
